Anno,Identificador PAA,Entidad,NIT,Localización,DescripcionUbicacion,Mision/Vision,Perspectiva Estrategica,Presupuesto Menor Cuantia,Presupuesto Minima Cuantia,Presupuesto Global,Fecha Primera Publicación,Mes Proyectado,Identificador Item,Categoria Principal,Precio Base,Ultima Fecha Modificacion,Version,Referencia Contrato,Referencia Operacion,Fecha Publicacion,Modalidad,Contacto,UNSPSC - Codigo Producto,UNSPSC - Nombre Producto,UNSPSC - Codigo Clase,UNSPSC - Nombre Clase,UNSPSC - Codigo Familia,UNSPSC - Nombre Familia
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44486838.114334040,V1.81101500,220000000,2019-01-04 00:00:00,533,CMA-DT-NAR-002-2018,CMA-DT-NAR-002-2018,2018-01-03 22:38:36.197000000,CCE-04-Concurso_Meritos_Sin_Lista_Corta,Juan José Oyuela Soler,V1.81101500,Ingeniería civil,V1.81100000,Servicios profesionales de ingeniería,V1.81000000,"Servicios Basados en Ingeniería, Investigación y Tecnología"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44486838.114334040,V1.81101500,220000000,2019-01-04 00:00:00,533,CMA-DT-NAR-002-2018,CMA-DT-NAR-002-2018,2018-01-03 22:38:36.197000000,CCE-04-Concurso_Meritos_Sin_Lista_Corta,Juan José Oyuela Soler,V1.81101500,Ingeniería civil,V1.81100000,Servicios profesionales de ingeniería,V1.81000000,"Servicios Basados en Ingeniería, Investigación y Tecnología"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44486838.114334040,V1.81101500,220000000,2019-01-04 00:00:00,533,CMA-DT-NAR-002-2018,CMA-DT-NAR-002-2018,2018-01-03 22:38:36.197000000,CCE-04-Concurso_Meritos_Sin_Lista_Corta,Juan José Oyuela Soler,V1.81101500,Ingeniería civil,V1.81100000,Servicios profesionales de ingeniería,V1.81000000,"Servicios Basados en Ingeniería, Investigación y Tecnología"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44486838.114334040,V1.81101500,220000000,2019-01-04 00:00:00,533,CMA-DT-NAR-002-2018,CMA-DT-NAR-002-2018,2018-01-03 22:38:36.197000000,CCE-04-Concurso_Meritos_Sin_Lista_Corta,Juan José Oyuela Soler,V1.81101500,Ingeniería civil,V1.81100000,Servicios profesionales de ingeniería,V1.81000000,"Servicios Basados en Ingeniería, Investigación y Tecnología"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44486838.114334040,V1.81101500,220000000,2019-01-04 00:00:00,533,CMA-DT-NAR-002-2018,CMA-DT-NAR-002-2018,2018-01-03 22:38:36.197000000,CCE-04-Concurso_Meritos_Sin_Lista_Corta,Juan José Oyuela Soler,V1.81101500,Ingeniería civil,V1.81100000,Servicios profesionales de ingeniería,V1.81000000,"Servicios Basados en Ingeniería, Investigación y Tecnología"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44486838.114334040,V1.81101500,220000000,2019-01-04 00:00:00,533,CMA-DT-NAR-002-2018,CMA-DT-NAR-002-2018,2018-01-03 22:38:36.197000000,CCE-04-Concurso_Meritos_Sin_Lista_Corta,Juan José Oyuela Soler,V1.81101500,Ingeniería civil,V1.81100000,Servicios profesionales de ingeniería,V1.81000000,"Servicios Basados en Ingeniería, Investigación y Tecnología"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44486838.114334040,V1.81101500,220000000,2019-01-04 00:00:00,533,CMA-DT-NAR-002-2018,CMA-DT-NAR-002-2018,2018-01-03 22:38:36.197000000,CCE-04-Concurso_Meritos_Sin_Lista_Corta,Juan José Oyuela Soler,V1.81101500,Ingeniería civil,V1.81100000,Servicios profesionales de ingeniería,V1.81000000,"Servicios Basados en Ingeniería, Investigación y Tecnología"
2018,CO1.APP.351411,GOBERNACIÓN DE SANTANDER,890201235,CO-SAN-68001,Santander,"El Departamento de Santander es un organismo de dirección, planificación y promoción del desarrollo económico, social y ambiental que cumple funciones de intermediación y coordinación entre el Gobierno Nacional y los municipios de Santander, así como de apoyo, complementariedad y subsidiariedad a la gestión local. Será reconocido como un departamento con equidad, desarrollo ordenado sustentable y competitivo. Una región líder que cuenta con polos de desarrollo en ciencia, tecnología e innovación, con un sistema eficiente que potencializa el proceso de desarrollo humano integral de las comunidades y su inserción en el campo internacional y que desarrolla una cultura política basada en los principios de transparencia, eficacia, respeto por el otro y fortalecida en los principales valores y raíces culturales de la población","La Gobernación de Santander contempla como objetivo primordial mejorar la calidad de vida de los santandereanos de manera sustentable, fomentando la igualdad, la competitividad, promoviendo especialmente la ciencia y la tecnología y recuperando la infraestructura vial, para el desarrollo y la proyección del departamento.",781242000,78124200,874319846308,2018-01-04 01:46:18.140000000,Enero,CO1.APPNA.44200993.113781865,V1.41114214,300000000,2018-12-31 00:00:00,122,IN-CD-18-05,IN-CD-18-05,2018-01-04 01:46:18.140000000,CCE-05-Contratacion_Directa,Nelson Andrés Chang Perez,V1.41114214,Plantilla de encuestas,V1.41114200,Instrumentos de agrimensión,V1.41110000,"Instrumentos de medida, observación y ensayo"
2018,CO1.APP.342112,SECRETARIA DE EDUCACION DEL DISTRITO,8999990619,CO-DC,Distrito Capital de Bogotá,"MISIÓN: Promover la oferta educativa en la ciudad para garantizar el acceso y la permanencia de los niños, niñas y jóvenes en el sistema educativo, en sus distintas formas, niveles y modalidades; la calidad y pertinencia de la educación, con el propósito de formar individuos capaces de vivir productiva, creativa y responsablemente en comunidad.
 
VISIÓN: La SED garantizará el derecho a la educación de los niños, niñas y jóvenes de la ciudad, a través de colegios distritales modernos, humanos e incluyentes y de un proceso de formación democrático, participativo, permanente, personal, cultural y social.","La Secretaría de Educación del Distrito comprende la educación como un derecho humano, fundamental y universal. Su objetivo misional supone garantizar este derecho a todos los ciudadadanos de la capital, por lo que emprende estrategias a favor del acceso, la permanencia, la gratuidad y la equidad. Este derecho debe ser otorgado con calidad, por lo que propende por la excelencia académica y el desarrollo de capacidades para el buen vivir. El Plan de Desarrollo Bogotá Mejor para todos ubica todas las iniciativas destinadas a garantizar el ejercicio efectivo del derecho a la educación en el eje , cuyo propósito es reducir las condiciones sociales, económicas y culturales que están en la base de la segregación económica, social, espacial y cultural de la ciudadanía bogotana, que contribuyen a la persistencia de las condiciones de desigualdad o que dan lugar a procesos de discriminación. Así este eje se plantea como principal reto el de la equidad, y en este escenario, la educación de calidad se constituye una de las principales herramientas para reducir la discriminación y la segregación. Para que la educación actúe como palanca de equidad social, el plan de desarrollo establece 6 metas de impacto que abordan problemas centrales del sector, comprometiéndose con: 

1) Ampliar el acceso y permanencia de los estudiantes provenientes de los estratos más bajos y en determinados niveles educativos, 2) mejorar la calidad del servicio educativo y los resultados del aprendizaje en el sector oficial, y 3) reducir las desigualdades sociales y la exclusión en el sector. Las metas de impacto son:
1) Atender integralmente a 270.000 niños y niñas de primera infancia en Bogotá, desde un modelo inclusivo y diferencial de calidad que garantice su desarrollo integral, mediante la implementación de diferentes modalidades con la participación de los sectores público, privado y solidario de la ciudad (202.000 de 0 a 2 años y 68.000 de 3 a 5 años). 
2) Incrementar la tasa de cobertura neta en 3 puntos porcentuales, para los estudiantes de estratos 1 y 2 que asisten a los niveles de escolaridad en el rango de población de 5 a 21 años.
3) Disminuir en 5% la brecha entre los colegios-jornadas distritales y los colegios del sector privado, clasificados en las categorías muy superior, superior y alto, en las pruebas ICFES SABER 11.
4) Aumentar en un 10% la participación en organizaciones de las personas entre 10 y 21 años.
5) Aumentar a 45% la percepción positiva sobre la educación pública de la ciudad
6) Reducir al 2,5% la deserción en los colegios distritales

Atendiendo al horizonte definido por las metas de impacto, se prevé que los alcances de la política pública sean:
- Reducir la exclusión y las desigualdades en las oportunidades educativas
- Mejorar la oferta en los niveles que presentan menor cobertura y deserción
- Garantizar una atención integral a primera infancia
- Fortalecer la educación media de modo que sea más pertinente y se articule de manera más clara con la educación superior
- Mejorar conocimientos, habilidades y actitudes de la población
- Fortalecer las instituciones educativas con empoderamiento ciudadano, docente y mejoramiento de la gestión sectorial.
- Mejorar la calidad de la educación, entendida como mayor aprendizaje de saberes académicos fundamentales y de valores derivados de una formación integral",781242000,78124200,2008196017409,2017-12-29 15:37:33.487000000,Enero,CO1.APPNA.42562862.110531947,V1.80101505,30293186,2018-12-31 00:00:00,121,SED-SII-DIIP-PSAG253,SED-SII-DIIP-PSAG253,2017-12-29 15:37:33.487000000,CCE-05-Contratacion_Directa,YESID ALBERTO ORCASITAS VEGA,V1.80101505,Desarrollo de políticas u objetivos empresariales,V1.80101500,Servicios de consultoría de negocios y administración corporativa,V1.80100000,Servicios de asesoría de gestión
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
